Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year interviewed,Notes,Formatted_Informant,Target: attic,Target comments
RI18,LANE,Female,66,White,At least some high school,Keeping house,New Shoreham (Block Island),Newport,RI,41.1697,-71.58,"Harris, Rachel Sargent",1931-33,,RI018,attic,"not usually finished up; under the eaves, put things in."
RI19,LANE,Male,77,White,At least some high school,Farmer,New Shoreham (Block Island),Newport,RI,41.1697,-71.58,"Harris, Rachel Sargent",1931-33,,RI019,"slope, sug. garret",under the eaves'; used to store things away. Under the peak of house.
RI20,LANE,Female,50,White,At least some high school,Keeping house,New Shoreham (Block Island),Newport,RI,41.1697,-71.58,"Harris, Rachel Sargent",1931-33,,RI020,"attic, sug. garret",garret -- no windows in her grandmother's.
RI23,LANE,Male,91,White,Between 1 and 8 years,Fisher,New Shoreham (Block Island),Newport,RI,41.1697,-71.58,"Harris, Rachel Sargent",1931-33,,RI023,"slope of the house, garret",garret -- have no real one
RI44,LANE,Male,73,White,At least some high school,Farmer,East Greenwich,Kent,RI,41.65,-71.4833,"Harris, Rachel Sargent",1931-33,,RI044,"attic, garret",garret -- less common word
RI71,LANE,Female,56,White,At least some high school,Keeping house,Wakefield,Washington,RI,41.4411,-71.4992,"Harris, Rachel Sargent",1931-33,,RI071,"attic, garret",garret -- grandmother's term; 'went up garret.'
RI110,LANE,Female,75,White,Unknown,"Manager, official, or proprietor",Richmond (Wyoming),Washington,RI,41.5154,-71.7015,"Harris, Rachel Sargent",1931-33,,RI110,"attic, garret, sug. sky parlor, catch all",has heard it; room and shed. Catch-all.
RI111,LANE,Male,73,White,Between 1 and 8 years,Farmer,Narrangansett (Point Judith),Washington,RI,41.361,-71.4814,"Harris, Rachel Sargent",1931-33,Poss Aux to Inf. 17 (p 176 LH),RI111,"store room, garret, attic",garret -- older term; top floor of house. 'carry it up garret.'
RI114,LANE,Male,43,White,At least some college or beyond,Public servant,Richmond (Arcadia),Washington,RI,41.5555,-71.6966,"Harris, Rachel Sargent",1931-33,,RI114,"attic, sug. garret",garret -- not used much now. Now 'no attic or garret.' Just a space; no roof | room finished off to store things.
RI115,LANE,Female,63,White,At least some high school,Other (see notes),Newport,Newport,RI,41.488,-71.3126,"Harris, Rachel Sargent",1931-33,Single woman,RI115,"attic, garret, poke hole",attic story'; ch. garret = store place; poke hole -- to poke things away under stairs
RI116,LANE,Female,94,White,Between 1 and 8 years,Laborer,Richmond (Wyoming),Washington,RI,41.5154,-71.7015,"Harris, Rachel Sargent",1931-33,,RI116,"attic, garret",conv. commode [=a piece of furniture.]
RI121,LANE,Male,82,White,Between 1 and 8 years,"Manager, official, or proprietor",Portsmith (Bristol Ferry),Newport,RI,41.643, 71.2602 ﻿,"Harris, Rachel Sargent",1931-33,,RI121,"attic, garret",
RI122,LANE,Female,65,White,At least some high school,Keeping house,Middletown (Slate Hill),Newport,RI,41.5456,-71.2914,"Harris, Rachel Sargent",1931-33,,RI122,"garret, f. attic",garret -- 'old garrets'; attic -- always use now
RI134,LANE,Female,51,White,At least some high school,Keeping house,Newport,Newport,RI,41.488,-71.3126,"Harris, Rachel Sargent",1931-33,,RI134,"attic, garret",garret -- older; wouldn't use word.
RI138,LANE,Female,82,White,At least some college or beyond,Teacher,Middletown (Middletown),Newport,RI,41.5456,-71.2914,"Harris, Rachel Sargent",1931-33,,RI138,"attic, garret",attic -- so in conv.; garret -- old-fashioned. Grandmother said.
RI143,LANE,Female,73,White,At least some high school,Keeping house,Foster (Foster Center),Providence,RI,41.8536,-71.7581,"Harris, Rachel Sargent",1931-33,,RI143,"garret, sug. attic",the same
RI161,LANE,Female,74,White,At least some high school,"Manager, official, or proprietor",Providence,Providence,RI,41.8236,-71.4222,"Harris, Rachel Sargent",1931-33,,RI161,"attic, garret",
RI194,LANE,Male,74,White,At least some high school,Professional or technical job,Foster (South Foster),Providence,RI,41.8536,-71.7581,"Harris, Rachel Sargent",1931-33,,RI194,"the eaves, cubby holes, sug. garret",the eaves -- [of a 12 foot studded house]; cupboards = movable wardrobe; house; all them things
RI259,LANE,Female,70,White,At least some high school,Keeping house,East Providence,Providence,RI,41.8136,-71.37,"Harris, Rachel Sargent",1931-33,,RI259,"attic, garret",garret -- used to call them
RI288,LANE,Female,63,White,At least some college or beyond,Keeping house,Providence,Providence,RI,41.8236,-71.4222,"Harris, Rachel Sargent",1931-33,,RI288,"attic, garret",attic -- usual (so cv.)
RI290,LANE,Female,46,White,At least some college or beyond,Clerical or sales position,Providence,Providence,RI,41.8236,-71.4222,"Harris, Rachel Sargent",1931-33,,RI290,"attic, garret, open attic, the attic",garret -- mother said. Open attic -- not finished. Up in the attic.
RI342,LANE,Female,55,White,Between 1 and 8 years,Clerical or sales position,Providence,Providence,RI,41.8236,-71.4222,"Harris, Rachel Sargent",1931-33,,RI342,"the loft, store room, sg. attic",up on the loft'; of attic rooms 'furnished off as a bedroom.'
VT31,LANE,Male,73,White,At least some high school,Farmer,Plymouth (Tyson),Windsor,VT,43.5317,-72.7217,"Hultzen, Lee S.",1931-33,,VT031,"attic, garret","under ridge pole, rarely finished off. Garret -- anciently more common, now used by antique dealers"
VT42,LANE,Female,48,White,At least some high school,Keeping house,Plymouth (Plymouth Union),Windsor,VT,43.5317,-72.7217,"Hultzen, Lee S.",1931-33,,VT042,"attic, garret","attic -- not finished off; garret -- if finished off, not much used"
VT98,LANE,Male,54,White,At least some college or beyond,Public servant,Windsor,Windsor,VT,43.4767,-72.4011,"Hultzen, Lee S.",1931-33,,VT098,"attic, garret",attic -- not finished off; garret -- very rare
VT99,LANE,Male,76,White,At least some high school,Farmer,Windsor,Windsor,VT,43.4767,-72.4011,"Hultzen, Lee S.",1931-33,,VT099,"attic, garret",attic -- over chamber; garret -- between chamber & eaves
VT162,LANE,Male,75,White,At least some high school,Farmer,Andover (Simonsville),Windsor,VT,43.2727,-72.718,"Lowman, Guy",1931-33,,VT162,"attic, garret",garret -- older rarer
VT168,LANE,Male,73,White,At least some high school,Farmer,Newfane,Windham,VT,42.9833,-72.6833,"Lowman, Guy",1931-33,,VT168,"attic, loft, gallery, garret",gallery -- old; garret -- sug.
VT169,LANE,Female,81,White,At least some college or beyond,Keeping house,Rockingham,Windham,VT,43.1658,-72.4817,"Chapallaz, Marguerite;Lowman, Guy",1931-33,,VT169,NR,
VT182,LANE,Female,85,White,At least some college or beyond,Keeping house,Brattleboro,Windham,VT,42.85,-72.5822,"Lowman, Guy",1931-33,,VT182,garret,
VT212,LANE,Female,81,White,At least some high school,Farmer's wife,Enosburg,Franklin,VT,44.8838,-72.7711,"Bloch, Bernard",1931-33,,VT212,garret,up in the garret
VT213,LANE,Male,47,White,Between 1 and 8 years,Farmer,Enosburg,Franklin,VT,44.8838,-72.7711,"Bloch, Bernard",1931-33,,VT213,attic,
VT214,LANE,Male,32,White,Between 1 and 8 years,"Manager, official, or proprietor",Enosburg,Franklin,VT,44.8838,-72.7711,"Bloch, Bernard",1931-33,,VT214,attic,
VT231,LANE,Male,76,White,Between 1 and 8 years,Farmer,Troy,Orleans,VT,44.4492,-72.3972,"Bloch, Bernard",1931-33,,VT231,"attic, sg. garret",garret -- older word
VT232,LANE,Male,38,White,Between 1 and 8 years,Farmer,Troy,Orleans,VT,44.4492,-72.3972,"Bloch, Bernard",1931-33,,VT232,attic,
VT236,LANE,Male,56,White,At least some high school,Farmer,Johnson,Lamoille,VT,44.6439,-74.6811,"Bloch, Bernard",1931-33,,VT236,attic,
VT237,LANE,Male,64,White,At least some high school,Farmer,Johnson,Lamoille,VT,44.6439,-74.6811,"Bloch, Bernard",1931-33,,VT237,"attic, garret","garret -- his ""folks"" used to call it that."
VT238,LANE,Male,77,White,At least some high school,Farmer,Johnson,Lamoille,VT,44.6439,-74.6811,Unknown,1931-33,,VT238,"attic, garret",garret -- has heard. (old word.)
VT239,LANE,Male,50,White,Between 1 and 8 years,Public servant,Burlington,Chittenden,VT,44.4758,-73.2119,"Bloch, Bernard",1931-33,,VT239,attic,
VT240,LANE,Male,81,White,Between 1 and 8 years,Farmer,Burlington,Chittenden,VT,44.4758,-73.2119,"Bloch, Bernard",1931-33,,VT240,attic,"""That's the high-tone way of calling it."" (He never says garret.)"
VT241,LANE,Male,40,White,At least some college or beyond,Teacher,Charlotte,Chittenden,VT,44.4758,-73.2119,"Bloch, Bernard",1931-33,,VT241,attic,cv. up attic
VT242,LANE,Female,81,White,At least some high school,Operative,Ferrisburg (Ferrisburg),Addison,VT,44.2224,-73.238,"Bloch, Bernard",1931-33,"Also a ""Farmer's wife""",VT242,garret,
VT243,LANE,Male,69,White,At least some college or beyond,Farmer,Ferrisburg (North Ferrisburg),Addison,VT,44.2224,-73.238,"Bloch, Bernard",1931-33,,VT243,"garret, attic",attic -- modern
VT244,LANE,Male,77,White,Between 1 and 8 years,Farmer,Huntington,Chittenden,VT,44.3038, 72.9800 ﻿,"Bloch, Bernard",1931-33,,VT244,garret,
VT245,LANE,Male,54,White,Between 1 and 8 years,Farmer,Huntington,Chittenden,VT,44.3038, 72.9800 ﻿,"Bloch, Bernard",1931-33,,VT245,attic,
VT256,LANE,Male,76,White,At least some high school,Farmer,South Burlington,Chittenden,VT,44.4519,-73.1817,"Bloch, Bernard",1931-33,,VT256,garret,
VT257,LANE,Male,67,White,At least some high school,Farmer,Stockbridge,Windsor,VT,43.7617,-72.7369,"Bloch, Bernard",1931-33,,VT257,garret,
VT263,LANE,Male,71,White,Between 1 and 8 years,Farmer,West Rutland,Rutland,VT,43.6256,-73.1933,"Bloch, Bernard",1931-33,,VT263,"attic, garret","garret -- older, commoner; up in the garret"
VT264,LANE,Female,88,White,At least some high school,Keeping house,West Rutland,Rutland,VT,43.6256,-73.1933,"Bloch, Bernard",1931-33,,VT264,garret,
VT265,LANE,Male,52,White,At least some high school,Farmer,Castleton,Rutland,VT,43.6256,-73.1933,"Bloch, Bernard",1931-33,,VT265,"attic, garret",! garret -- old fashioned. Rare.
VT275,LANE,Male,88,White,At least some high school,Craftsman or foreman,Cornwall,Addison,VT,43.9655, 73.2202 ﻿,"Bloch, Bernard",1931-33,,VT275,"garret, the loft",the loft -- usually restricted to barn.
VT276,LANE,Male,54,White,At least some college or beyond,Farmer,Cornwall,Addison,VT,43.9655, 73.2202 ﻿,"Bloch, Bernard",1931-33,,VT276,"garret, attic",garret -- old fashioned; attic -- commoner
VT277,LANE,Male,58,White,Between 1 and 8 years,Public servant,Mount Holly (Belmont),Rutland,VT,43.4392,-72.8108,"Bloch, Bernard",1931-33,,VT277,attic,
VT278,LANE,Male,73,White,At least some high school,Farmer,Walingford (South Walingford),Rutland,VT,43.4578,-72.9469,"Bloch, Bernard",1931-33,,VT278,"attic, sg. garret",garret -- years ago // up garret
VT279,LANE,Male,75,White,At least some high school,Clerical or sales position,Mount Holly (Belmont),Rutland,VT,43.4392,-72.8108,"Bloch, Bernard",1931-33,Auxiliary informant,VT279,NR,
VT280,LANE,Male,56,White,Between 1 and 8 years,Professional or technical job,Shaftsbury (South Shaftsbury),Bennington,VT,42.9631,-73.2075,"Bloch, Bernard",1931-33,,VT280,attic,
VT281,LANE,Male,75,White,At least some college or beyond,Farmer,Bennington (Old Bennington),Bennington,VT,42.8911,-73.2081,"Bloch, Bernard",1931-33,,VT281,"garret, attic",garret -- cv. non-rhotic; attic -- modern - less natural.
VT314,LANE,Male,67,White,Between 1 and 8 years,Farmer,Pawlet,Rutland,VT,43.3744,-73.2019,"Bloch, Bernard",1931-33,,VT314,garret,up garret
VT315,LANE,Female,55,White,At least some college or beyond,Farmer's wife,Pawlet,Rutland,VT,43.3744,-73.2019,"Bloch, Bernard",1931-33,,VT315,"the attic, the garret","my people always used to call it the garret. ""people"" -> 66.5; ""always"" -> 103.5"
VT316,LANE,Male,48,White,Between 1 and 8 years,Public servant,Dorset,Bennington,VT,43.2667,-73.0667,"Bloch, Bernard",1931-33,,VT316,attic,
VT317,LANE,Male,64,White,Between 1 and 8 years,Farmer,Stockbridge,Windsor,VT,43.7617,-72.7369,"Bloch, Bernard",1931-33,,VT317,attic,up attic
VT323,LANE,Male,69,White,Between 1 and 8 years,Public servant,Wilmington,Windham,VT,42.8831,-72.8672,"Bloch, Bernard",1931-33,,VT323,"garret, attic",t -- garret. attic -- commoner
VT324,LANE,Male,58,White,At least some high school,Farmer,Wilmington,Windham,VT,42.8831,-72.8672,Unknown,1931-33,,VT324,attic,
VT337,LANE,Female,77,White,At least some high school,Keeping house,Newbury (Jefferson Hill),Orange,VT,44.0811,-72.0583,"Lowman, Guy",1931-33,,VT337,"attic, garret",
VT338,LANE,Male,57,White,At least some high school,Farmer,Lemington,Essex,VT,44.9238,-71.5569,"Lowman, Guy",1931-33,,VT338,"attic, garret",garret -- rare o.
VT339,LANE,Male,68,White,At least some high school,Farmer,Lyndon (East Lyndon),Caledonia,VT,44.5358,-72.0053,"Lowman, Guy",1931-33,,VT339,"attic, garret",garret = shed chamber
VT340,LANE,Male,81,White,At least some high school,Farmer,St. Johnsbury (St. Johnsbury Center),Caledonia,VT,44.4336,-72.015,"Lowman, Guy",1931-33,,VT340,"the peak, attic, garret",
VT341,LANE,Female,71,White,At least some high school,Professional or technical job,Ryegate,Caledonia,VT,44.3081,-72.0833,"Lowman, Guy",1931-33,,VT341,"attic, garret",garret -- soh.
VT343,LANE,Male,86,White,No formal schooling,Clerical or sales position,Topsham,Orange,VT,44.1286,-72.2566,"Bloch, Bernard",1931-33,,VT343,"attic, sg. garret",garret -- much larger
VT345,LANE,Male,85,White,Between 1 and 8 years,Farmer,Calais (East Calais),Washington,VT,44.3633,-72.4664,"Bloch, Bernard",1931-33,,VT345,"attic, garret","same. ""Attic"" in one-story house, ""g."" in 2-story house."
VT346,LANE,Male,73,White,Between 1 and 8 years,Farmer,Calais (North Calais),Washington,VT,44.3633,-72.4664,"Bloch, Bernard",1931-33,,VT346,"attic, up garret",t up garret -- rarer
VT347,LANE,Male,70,White,Between 1 and 8 years,Public servant,Northfield (Northfield),Washington,VT,44.1411,-72.6644,"Bloch, Bernard",1931-33,,VT347,attic,up attic
VT348,LANE,Female,69,White,Between 1 and 8 years,Farmer's wife,Northfield (West Hill),Washington,VT,44.1411,-72.6644,"Bloch, Bernard",1931-33,,VT348,"the attic, attic, garret",attic -- seldom ever (says garret)
VT351,LANE,Male,63,White,At least some high school,Farmer,Ryegate (North Ryegate),Caledonia,VT,44.21,-72.1006,"Lowman, Guy",1931-33,,VT351,"attic, garret",garret -- s.h.
WI1A,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,Douglas,East Superior,WI,46.7208,-92.1041,"Cassidy, Frederic",1940,"also, 1.1",WI001A,attic,
WI1B,LANCS,Male,54,White,At least college or beyond,Clerical and sales,Douglas,East Superior,WI,46.7208,-92.1041,"Cassidy, Frederic",1940,"also, 1.2; real estate",WI001B,attic,
WI2A,LANCS,Male,70,White,At least some high school,Farmer,Bayfield,Bayfield,WI,46.8108,-90.8182,"Cassidy, Frederic",1940,"also 2.1; also, fruit farmer, formerly storekeeper",WI002A,"garret, loft",
WI2B,LANCS,Female,46,White,At least some high school,Keeping house,Ashland,La Pointe,WI,46.7793,-90.7865,"Cassidy, Frederic",1940,"also 2.2; b. and resides on Madeline Island; homeschooled by schoolteacher GF; also, secretary treasurer of local fairy line",WI002B,"garret, attic closet","garret -- was, in Gm.'s house; attic closet -- in our house here"
WI3A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Marinette,Grover,WI,45.0735,-87.8677,"Cassidy, Frederic",1940,"also, 4.1",WI003A,attic,
WI3B,LANCS,Female,65,White,At least some high school,Keeping house,Marinette,Marinette,WI,45.1,-87.6307,"Cassidy, Frederic",1940,"also, 4.2",WI003B,attic,
WI4A,LANCS,Male,75,White,Between 1 and 8 yrs.,Professional & technical,Door,Sturgeon Bay,WI,44.8342,-87.377,"Cassidy, Frederic",1940,"also, 6.1; veterinarian",WI004A,"garret, attic",garret -- older wd.
WI4B,LANCS,Male,33,White,Unknown,Farmer,Door,Brussels,WI,44.7357,-87.6209,"Cassidy, Frederic",1940,"also, 6.2; Inf. also speaks Walsoon",WI004B,an attic,
WI5A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,St. Croix,Hammond,WI,44.9789,-92.4357,"Cassidy, Frederic",1940,"also, 3.1",WI005A,"garret, attic, loft",garret -- formerly; attic -- now; loft -- also used by some of space over house (as well as in stable)
WI5B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,St. Croix,Erin Prairie,WI,45.0672,-92.4486,"Cassidy, Frederic",1940,"also, 3.2",WI005B,an attic,
WI5C,LANCS,Male,55,White,Unknown,Farmer,St. Croix,Erin Prairie,WI,45.0672,-92.4486,"Cassidy, Frederic",1940,"also, 3.21; incomplete record",WI005C,attic,
WI6A,LANCS,Male,85,White,At least some high school,"Manager, official, or proprietor",Pepin,Pepin,WI,44.4411,-92.1479,"Cassidy, Frederic",1940,"also, 7.1; steamboat pilot",WI006A,garret,
WI6B,LANCS,Female,56,White,At least some college or beyond,Teacher,Pepin,Stockholm ,WI,44.4833,-92.2621,"Cassidy, Frederic",1940,"also, 7.2; also, clerk",WI006B,"attic, garret",garret -- a book word
WI7A,LANCS,Male,72,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Eau Claire,Eau Claire,WI,44.8113,-91.4985,"Cassidy, Frederic",1940,"also, 5.1; restaurateur",WI007A,attic,
WI7B,LANCS,Female,77,White,Between 1 and 8 yrs.,Farmer's wife,Eau Claire,Brunswick,WI,44.7085,-91.579,"Cassidy, Frederic",1940,"also, 5.2",WI007B,an attic,
WI8A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Trempeleau,Caledonia,WI,44.0306,-91.3855,"Cassidy, Frederic",1940,"also, 11.1",WI008A,attic,had a attic
WI8B,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,Trempeleau,Trempeleau,WI,44.0055,-91.4421,"Cassidy, Frederic",1940,"also, 11.2; also, handyman",WI008B,an attic,[a (pause) nattic]
WI9A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,Portage,Stockton,WI,44.5114,-89.4671,"Cassidy, Frederic",1940,"also, 8.1",WI009A,"store room, attic",store room -- in this house so called (see 75/9); attic -- most common term
WI9B,LANCS,Female,49,White,At least some college or beyond,Teacher,Portage,Sharon,WI,44.6052,-89.4175,"Cassidy, Frederic",1940,"also, 8.2",WI009B,attic,
WI10A,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,Outagamie,Grand Chute,WI,44.2816,-88.4384,"Cassidy, Frederic",1940,"also, 10.1",WI010A,"attic, s. garret",T --
WI10B,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,Outagamie,Vandenbroek,WI,44.18,-88.18,"Cassidy, Frederic",1940,"also, 10.2",WI010B,attic,now. None in early days
WI11A,LANCS,Female,75,White,Between 1 and 8 yrs.,Farmer's wife,Brown,Scott,WI,44.6245,-87.8746,"Cassidy, Frederic",1940,"also, 9.1",WI011A,"garret, attic",
WI11B,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",Brown,Howard,WI,44.5624,-88.0803,"Cassidy, Frederic",1940,"also, 9.2; also, politician; quarry owner",WI011B,"garret, attic, loft",garret -- we call ours; attic -- also used; loft -- also used
WI12A,LANCS,Female,88,White,At least some high school,Farmer's wife,Juneau,Lemonweir,WI,43.7844,-90.0171,"Cassidy, Frederic",1941,"also, 12.1",WI012A,attic,
WI12B,LANCS,Male,54,White,Between 1 and 8 yrs.,Farmer,Juneau,Lemonweir,WI,43.7844,-90.0171,"Cassidy, Frederic",1941,"also, 12.2; also, ran draying business",WI012B,"attic, loft",loft -- used by older people for upstairs reached by a ladder (sleeping quarters)
WI13A,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,Columbia,Fort Winnebago,WI,43.3316,-89.2558,"Cassidy, Frederic",1940,"also, 14.1; also, launderer",WI013A,garret,
WI13B,LANCS,Female,69,White,At least some high school,Keeping house,Columbia,Portage,WI,43.5391,-89.4626,"Cassidy, Frederic",1940,"also, 14.2",WI013B,"attic, loft","loft -- of house, as well as of barn"
WI14A,LANCS,Male,87,White,At least some high school,Farmer ,Fond du Lac,Oakfield,WI,43.413,-88.3254,"Cassidy, Frederic",1940,"also, 13.1",WI014A,"garret, c. attic",garret -- small room over kitchen
WI14B,LANCS,Female,70,White,Between 1 and 8 yrs.,Farmer's wife,Fond du Lac,Oakfield,WI,43.413,-88.3254,"Cassidy, Frederic",1940,"also, 13.2",WI014B,attic,
WI15A,LANCS,Female,80,White,Between 1 and 8 yrs.,Farmer's wife,Washington,West Bend,WI,43.4253,-88.1834,"Cassidy, Frederic",1940,"also, 15.1",WI015A,attic,
WI15B,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Washington,Jackson,WI,43.3239,-88.1668,"Cassidy, Frederic",1940,"also, 15.2",WI015B,attic,
WI16A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Crawford,Bridgeport,WI,43.055,-91.062,"Cassidy, Frederic",1940,"also, 17.1",WI016A,attic,present word; no such thing in the old houses
WI16B,LANCS,Male,68,White,Unknown,Farmer,Crawford,Prairie du Chien,WI,43.0517,-91.1412,"Cassidy, Frederic",1940,"also, 17.2",WI016B,"garret, attic",garret -- for storing stuff; attic -- now
,,,,,,,,,,,,,,,WI017A,"attic, loft",attic -- none in oldest houses. Loft -- upstairs part of house. [pic]. Floor to roof.
WI17B,LANCS,Male,82,White,At least some high school,Clerical and sales,Grant,South Lancaster,WI,42.8029,-90.7343,"Cassidy, Frederic",1940,"also, 22.2; clerk, also postmaster",WI017B,attic,
WI17NA,LANCS,Male,90,Black or African American,Between 1 and 8 yrs.,Farmer,Grant,South Lancaster,WI,42.8029,-90.7343,"Cassidy, Frederic",1940,"also, 22.1; also, handyman",WI017NA,NR,
WI18A,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,Iowa,Mineral Point,WI,42.86,-90.1798,"Cassidy, Frederic",1940,also 21.2?,WI018A,garret,almost one syllable
WI18B,LANCS,Male,77,White,At least some high school,Farmer,Iowa,Mineral Point,WI,42.86,-90.1798,"Cassidy, Frederic",1940,"also, 21.1",WI018B,"garret, attic",garret -- t; attic -- now
WI19A,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,Dane,Roxbury,WI,43.2494,-89.6754,"Cassidy, Frederic",1940,"also, 16.1",WI019A,attic,
WI19B,LANCS,Male,62,White,Between 1 and 8 yrs.,Farmer,Dane,Roxbury,WI,43.2494,-89.6754,"Cassidy, Frederic",1940,"also, 16.2",WI019B,attic,old house sometimes not high enough!
WI20,LANCS,Male,82,White,At least some college or beyond,Farmer,Jefferson,Waterloo OR lake mills,WI,43.1839,-88.9884,"Lowman, Guy",1933,LONG worksheets; incomplete,WI020,"attic, garret",garret oh.
WI21A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,Waukesha,Genesee,WI,42.9667,-88.3712,"Cassidy, Frederic",1940,"also, 19.1",WI021A,attic,up in the attic
WI21B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Waukesha,Genesee,WI,42.9667,-88.3712,"Cassidy, Frederic",1940,"also, 19.2",WI021B,attic,
WI22A,LANCS,Male,78,White,At least some high school,Craftsman or foreman,Milwaukee,Milwaukee,WI,43.0389,-87.9065,"Cassidy, Frederic",1941,"also, 20.1; sheet metalworker",WI022A,attic,
WI22B,LANCS,Female,62,White,At least some college or beyond,Teacher,Milwaukee,Milwaukee,WI,43.0389,-87.9065,"Cassidy, Frederic",1941,"also, 20.2",WI022B,"attic, garret",attic -- in one house; garret -- in grandmother's house
WI23A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Green,Mt. Pleasant,WI,42.4318,-89.3318,"Cassidy, Frederic",1940,"also, 23.1",WI023A,"attic, attics",
WI23B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer ,Green,New Glarus,WI,42.8144,-89.6351,"Cassidy, Frederic",1940,"also, 23.2",WI023B,attic,
WI24A,LANCS,Female,87,White,At least some college or beyond,Teacher,Rock,Clinton,WI,42.5578,-88.8651,"Cassidy, Frederic",1940,"also, 24.1; also, farmer's wife",WI024A,"attics, loft",loft -- might sleep; would go up on ladder
WI24B,LANCS,Male,56,White,Between 1 and 8 yrs.,Farmer ,Rock,Clinton,WI,42.5578,-88.8651,"Cassidy, Frederic",1940,"also, 24.2",WI024B,attic,
WI25A,LANCS,Female,77,White,Between 1 and 8 yrs.,Farmer's wife,Racine,Mt. Pleasant,WI,42.737,-87.8844,"Cassidy, Frederic",1940,"also, 25.1",WI025A,"attic, garret","garret -- also old word, not used much now"
WI25B,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,Racine,Caledonia,WI,42.8078,-87.9242,"Cassidy, Frederic",1940,"also, 25.2",WI025B,attic,
WI26A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Kenosha,Pleasant Prairie,WI,42.5531,-87.9334,"Cassidy, Frederic",1940,"also, 26.1",WI026A,"garret, attic",garret -- old wd.; attic -- now
WI26B,LANCS,Female,71,White,Between 1 and 8 yrs.,Farmer's wife,Kenosha,Pleasant Prairie,WI,42.5531,-87.9334,"Cassidy, Frederic",1940,"also, 26.2",WI026B,attic,
